"category","favorites","image_count","name","price_raw","product_reviews","seller_name","seller_rating","seller_reviews","tags","url"
,"0","8","Songye Miniature Shield with Kifwebe Mask Icon Congo","Now$142.50","4325","africadirect","4.85","4300",,"https://www.etsy.com/listing/4295676762/songye-miniature-shield-with-kifwebe?click_key=fa085dc4-9d7f-4375-bc55-65b24b039e02%3ALTa26e82948a27b253fed19aca90bf313374633102&click_sum=38544e35&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese%2Bhandmade&ref=sr_gallery-8-1&organic_search_click=1&pro=1&sts=1&content_source=fa085dc4-9d7f-4375-bc55-65b24b039e02%253ALTa26e82948a27b253fed19aca90bf313374633102"
,"68","10","Sterling Silver Rainbow Moonstone Pendant Necklace: Handmade Boho-Chic Gemstone Necklace—LILI","$350.00+","876","BluemoonstoneJewel","4.98","876",,"https://www.etsy.com/listing/4330826309/sterling-silver-rainbow-moonstone?click_key=Eu423_PwUOzrQcogC2uWNUN7qHa0%3ALT4f62cadb939b66195290194f9d52ffcc59e1062b&click_sum=b374d3ea&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-6-1&frs=1&sts=1"
,"18","12","Balinese Garuda Mask, Wood Carving Wall Hanging, Maroon 15.7 inch","$152.99","161","ArasBali","4.91","161",,"https://www.etsy.com/listing/1296402348/balinese-garuda-mask-wood-carving-wall?click_key=Eu423_PwUOzrQcogC2uWNUN7qHa0%3ALT9363cdca22f11a31741ba4af5fa7961999ec1127&click_sum=7670567f&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-6-2&pro=1&cns=1&local_signal_search=1"
,"348","5","Balinese Lotus Panel architectural Relief Wood Carving Bali wall Art teal 24""","$149.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/910540505/balinese-lotus-panel-architectural?click_key=EuDFzxVf6msfAu8iOgRKQy5SDbc2%3ALT73f53b937e5d8a23b235af1e18fb078ee48c9919&click_sum=5047aff9&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-6-1&frs=1&sts=1"
,"36","10","Balinese Indonesia Hand Carved Wood Figurines","Now$48.71+","348","MetamorphosART","4.9","348",,"https://www.etsy.com/listing/1399954478/balinese-indonesia-hand-carved-wood?click_key=e0c27316-2419-4aea-bf7a-0633067b8de3%3ALT5a8d4f7f4166c49a4f9fa79cc801511a0b6fce0b&click_sum=61833fbf&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sr_gallery-6-1&organic_search_click=1&pro=1&content_source=e0c27316-2419-4aea-bf7a-0633067b8de3%253ALT5a8d4f7f4166c49a4f9fa79cc801511a0b6fce0b"
,"2","2","Bali Gaharu Agarwood Incense Sticks, Balinese Incense from Ubud Bali Indonesia for Everyday Use, Natural Gift from Bali","Now$11.20","5202","EverestTrader","4.89","5200",,"https://www.etsy.com/listing/4457945270/bali-gaharu-agarwood-incense-sticks?click_key=EuDFzxVf6msfAu8iOgRKQy5SDbc2%3ALT9c928648fe5a06fe2695d6599594bfd4fed890d3&click_sum=dbf3924d&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-6-2&pro=1&sts=1"
,"2","12","Hand Carved Balinese Style Female Figure","$81.85","43","AntykAllure","4.84","43",,"https://www.etsy.com/listing/4442942064/hand-carved-balinese-style-female-figure?click_key=EuDFzxVf6msfAu8iOgRKQy5SDbc2%3ALTaf080076d711073dc960334ea5fab305a86eb3b1&click_sum=88404f31&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-6-3&sts=1"
,"0","8","Vintage Balinese High Relief Intricate Wooden Carving Wall Hanging","$140.90","1","HillsAntiquesandHome","5","1",,"https://www.etsy.com/listing/4437924448/vintage-balinese-high-relief-intricate?click_key=e0c27316-2419-4aea-bf7a-0633067b8de3%3ALTd7a0c387b4e298b85321bb5df6fee7abaabc209b&click_sum=9e9590ee&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sr_gallery-6-2&organic_search_click=1&content_source=e0c27316-2419-4aea-bf7a-0633067b8de3%253ALTd7a0c387b4e298b85321bb5df6fee7abaabc209b"
,"5","1","Glossy Kartini Kebaya Elegant and Comfortable Striped Batik Matching,Bali Kebaya,Balinese Dress,Kebaya Bali,Bali Blouse,Balinese Kebaya","$34.01","9","JitoArt","3.17","9",,"https://www.etsy.com/listing/4328046598/glossy-kartini-kebaya-elegant-and?click_key=EuDFzxVf6msfAu8iOgRKQy5SDbc2%3ALTb5db903a1b680680a89d66f7456654e03fcaf782&click_sum=693bd591&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-6-4&pro=1&local_signal_search=1"
,"36","13","Handmade Balinese Cempaka Wood Carving, Krishna and Arjuna, Mahabharata War, 20 inch, office decor","$323.99","161","ArasBali","4.91","161",,"https://www.etsy.com/listing/1619179902/wooden-krishna-and-arjuna-in-mahabharata?click_key=EuhnBFb3NbzM2ur7M6Plfoe0yjc9%3ALTec315c8c04d4c83217af55167ddea616cc4d9314&click_sum=5f38e539&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-5-1&pro=1&local_signal_search=1"
,"348","5","Balinese Lotus Panel architectural Relief Wood Carving Bali wall Art teal 24""","$149.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/910540505/balinese-lotus-panel-architectural?click_key=EuhnBFb3NbzM2ur7M6Plfoe0yjc9%3ALTf16eeac53582f7c531decfa50b30c44ca4cd2cfd&click_sum=97c55fb0&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-5-2&frs=1&sts=1"
,"0","9","vintage mid-century hand carved wood sculptures, Balinese man and woman, signed AAFATIMAH, Bali","Now$262.50","502","VintageVaultPDX","4.95","502",,"https://www.etsy.com/listing/4406499168/vintage-mid-century-hand-carved-wood?click_key=07f37848-5b32-4647-a96f-3141bdd4e264%3ALT2dc0fe56e07978c16b77f0226cecd5a9f932e361&click_sum=99ad6e8c&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sr_gallery-5-1&organic_search_click=1&pro=1&content_source=07f37848-5b32-4647-a96f-3141bdd4e264%253ALT2dc0fe56e07978c16b77f0226cecd5a9f932e361"
,"9","9","Vintage Signed Balinese Hand Carved Wooden Woman Figure Mas Bali Sculpture","$195.00","316","VivingVintage","4.94","316",,"https://www.etsy.com/listing/1852013042/vintage-signed-balinese-hand-carved?click_key=07f37848-5b32-4647-a96f-3141bdd4e264%3ALT82913d9b08a91a92a909b1bd086775d20ae9ad1d&click_sum=3a9db52f&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sr_gallery-5-2&organic_search_click=1&frs=1&content_source=07f37848-5b32-4647-a96f-3141bdd4e264%253ALT82913d9b08a91a92a909b1bd086775d20ae9ad1d"
,"0","11","Bali Ubud Palace Temple Night Scene Canvas Print","$57.08+","0","EthniqueChiqueStore",,"0",,"https://www.etsy.com/listing/4463512409/bali-ubud-palace-temple-night-scene?click_key=EuhnBFb3NbzM2ur7M6Plfoe0yjc9%3ALTf788efb20d22856c5b6969f3a3189473c50a7f19&click_sum=9b8aa065&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-5-3"
,"0","20","Barong Mythical Mask Gold Canvas Print, Ornate Balinese Face Artwork, Cultural Splatter Wall Decor, Real Wood Frame","Now$55.95+","77","RanchReadyRustics","4.93","77",,"https://www.etsy.com/listing/4484636496/barong-mythical-mask-gold-canvas-print?click_key=EuhnBFb3NbzM2ur7M6Plfoe0yjc9%3ALT635a4ad66e2d9db105fa68582dbb129a0e0a06b1&click_sum=29083aad&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-5-4&pro=1&frs=1&cns=1&sts=1"
,"1362","10","18K Gold Vermeil Rainbow Moonstone Necklace: Handmade Balinese Style Art Nouveau Pendant—EPIPHANY","$310.00+","876","BluemoonstoneJewel","4.98","876",,"https://www.etsy.com/listing/787860269/18k-gold-vermeil-rainbow-moonstone?click_key=EuaHm4U1ux3lNSSaYQkx1xTJ5Vd4%3ALT0aa642d8e36cf2adc934e746031b3585f7202b4d&click_sum=2bbd2b20&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-5-1&frs=1&cns=1&sts=1"
,"230","8","Hand-Carved Moroccan Design Headboard 72” | Reclaimed Thai Teak Carving | King Size Wood Wall Art | Boho Resort Bedroom Decor","$269.10","210","SiamSawadeeDecor","4.78","210",,"https://www.etsy.com/listing/4413632942/hand-carved-moroccan-design-headboard-72?click_key=EuK3nmAdF_6gFddiO7_kzFNgbW5f%3ALTa75c9a511099de0a07bb5f9e42d072dc7b733597&click_sum=33fcd6c1&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+furniture&ref=sc_gallery-5-1&pro=1&sts=1"
,"24","10","63"" Hand Carved Whitewash Console Table Architectural Carved Console, Reclaimed Teak Indian Console, Carved Indonesian Console Table","$1,150.00","56","GadoGadoFurniture","4.98","56",,"https://www.etsy.com/listing/1629521486/63-hand-carved-whitewash-console-table?click_key=EuK3nmAdF_6gFddiO7_kzFNgbW5f%3ALT05768da3a71b662673bc799fb063dc73636f1b67&click_sum=5d5a2b89&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+furniture&ref=sc_gallery-5-2&cns=1"
,"0","8","Framed Hand-Carved Balinese Mask – Original Artwork","$187.21","0","EthniqueChiqueStore",,"0",,"https://www.etsy.com/listing/4492401888/framed-hand-carved-balinese-mask?click_key=EufdvHfHEqfizor94vXuVFqavr6b%3ALT6656ff12cf31b3aa40221e39497ce1fde8e5f941&click_sum=50a8b7cd&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+mask&ref=sc_gallery-4-3"
,"6","4","Mid Century Balinese Sterling Dangle Earrings with Lever Backs: c. 1960","$78.50","522","DesMOMENTS","4.98","522",,"https://www.etsy.com/listing/4470835799/mid-century-balinese-sterling-dangle?click_key=1e13aa96-f9e0-4dba-94fc-3e7a9552ee1a%3ALTbe0d19e847c5a0f4ef51559ff8246a94fac8fecc&click_sum=73e6663a&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sr_gallery-5-1&organic_search_click=1&frs=1&sts=1&content_source=1e13aa96-f9e0-4dba-94fc-3e7a9552ee1a%253ALTbe0d19e847c5a0f4ef51559ff8246a94fac8fecc"
,"5","6","Balinese Soka Flower Cuff Bracelet: Sterling Silver & Gold Artisan Bangle","Now$775.00","82","SterlingSilverBali","4.95","82",,"https://www.etsy.com/listing/4363362566/balinese-soka-flower-cuff-bracelet?click_key=EuaHm4U1ux3lNSSaYQkx1xTJ5Vd4%3ALTb610f44438b406e53d872e4d7ae40157cb469391&click_sum=9a36e903&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-5-4&frs=1&local_signal_search=1"
,"4","9","Peridot Sterling Silver Earrings, Intricate Balinese Design, Vintage","$296.00","293","EnfleurageLilac","4.95","293",,"https://www.etsy.com/listing/1803770353/grass-green-peridot-earrings-polished?click_key=EuaHm4U1ux3lNSSaYQkx1xTJ5Vd4%3ALTea7b09c5eef34cc1b58c3bbde31b5d5cfc3a493c&click_sum=64556aea&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-5-2&frs=1&sts=1"
,"23","7","Black Onyx Sterling Silver Earrings, Balinese Jewelry","Now$63.75","63","SanSanJewelryID","4.88","63",,"https://www.etsy.com/listing/1100180531/black-onyx-earrings-january-birth-stone?click_key=EuaHm4U1ux3lNSSaYQkx1xTJ5Vd4%3ALT1694f3c9cd192280b08bb128258db6550b706078&click_sum=af2e1da1&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-5-3&pro=1&local_signal_search=1"
,"0","4","Labradorite Cuff Bangle, Sterling Silver Teardrop Bracelet, Balinese Boho Jewelry","$48.00","13","KundanKathaJewels","2.55","13",,"https://www.etsy.com/listing/4453907451/double-labradorite-cuff-bangle-sterling?click_key=1e13aa96-f9e0-4dba-94fc-3e7a9552ee1a%3ALTdc5bf0cfa64d917258105f8b4b0b92a2e6c9768b&click_sum=7b117ef7&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sr_gallery-5-2&organic_search_click=1&pro=1&frs=1&content_source=1e13aa96-f9e0-4dba-94fc-3e7a9552ee1a%253ALTdc5bf0cfa64d917258105f8b4b0b92a2e6c9768b"
,"0","20","Balinese Barong Mask Gold Canvas Print, Ornate Spiritual Face Artwork, Mythic Cultural Wall Decor, Real Wood Frame","Now$55.95+","77","RanchReadyRustics","4.93","77",,"https://www.etsy.com/listing/4484636782/balinese-barong-mask-gold-canvas-print?click_key=EuVo7YZvGM6QfM2d7M99BQ6m4p6f%3ALT1e5fd520ed2716a2a8b04f43dcc72c8590c96dd7&click_sum=f8ccdb89&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+mask&ref=sc_gallery-3-4&pro=1&frs=1&sts=1"
,"0","20","Balinese Mask Gold Canvas Print, Splatter Art Wall Decor, Mythical Cultural Wall Art, Real Wood Frame, Tribal Home Accent","Now$55.95+","77","RanchReadyRustics","4.93","77",,"https://www.etsy.com/listing/4484192078/balinese-mask-gold-canvas-print-splatter?click_key=EufdvHfHEqfizor94vXuVFqavr6b%3ALTe94e8c73e329ea5fc217038f264f3c37795c9193&click_sum=3825179b&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+mask&ref=sc_gallery-4-4&pro=1&frs=1&sts=1"
,"3","8","Balinese Barong Head Wooden Carved Sculpture- 4.5"" Vintage Indonesian Mask Folk Art","$85.00","33","collectcuriosity","4.7","33",,"https://www.etsy.com/listing/1826002695/balinese-barong-head-wooden-carved?click_key=9c106b8c-94ee-463c-8802-bf1cde07bf00%3ALT526eaded5324209bd4473788afa9a8fd803634bc&click_sum=4d71672e&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sr_gallery-6-2&organic_search_click=1&cns=1&content_source=9c106b8c-94ee-463c-8802-bf1cde07bf00%253ALT526eaded5324209bd4473788afa9a8fd803634bc"
,"26","13","Hand Carved Cempaka Wood Balinese Tropical Scenery Wall Hanging Decor","$269.99","161","ArasBali","4.91","161",,"https://www.etsy.com/listing/1605276587/wooden-tropical-balinese-scenery-wall?click_key=EuonPIbja1eWs09QbxhTADodNC84%3ALT11a25673fcbe9dc756a9bd2f5dab4f300b873200&click_sum=21bbe66e&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sc_gallery-6-1&pro=1&cns=1&local_signal_search=1"
,"211","8","Mermaid Wall Art Sculpture | Balinese Hand Carved Wood Panel, Nautical Art","$100.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/736453306/mermaid-wall-art-sculpture-balinese-hand?click_key=EuonPIbja1eWs09QbxhTADodNC84%3ALTc0e81bb314e2a4dfef65226294ba0c6b575f5bb9&click_sum=90740acc&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sc_gallery-6-2&frs=1&sts=1"
,"0","9","Framed Hand-Carved Balinese Mask – Original Artwork","$187.21","0","EthniqueChiqueStore",,"0",,"https://www.etsy.com/listing/4492406664/framed-hand-carved-balinese-mask?click_key=EuonPIbja1eWs09QbxhTADodNC84%3ALTe286ed8cb8a2649f9f86f76833da236997844a10&click_sum=486b8171&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sc_gallery-6-3"
,"0","16","Balinese Rangda Mask – Hand Carved & Painted Wood – Gold Gilt","$99.00","3","AntColl","5","3",,"https://www.etsy.com/listing/4478251942/balinese-rangda-mask-hand-carved-painted?click_key=e4ebc549-6a3f-481c-a5de-f525e1f75110%3ALT11ce0b1cbcd61a95992961f4535a9224be5f5119&click_sum=0e582014&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+mask&ref=sr_gallery-4-2&organic_search_click=1&content_source=e4ebc549-6a3f-481c-a5de-f525e1f75110%253ALT11ce0b1cbcd61a95992961f4535a9224be5f5119"
,"0","10","Balinese Kotak Taji Indonesian - Wooden Cockspur Case - Carved Delem Design -  Hindu Clown Servant - Nice Detail - 9""","$295.00","1912","TheNWpickerShop","4.95","1900",,"https://www.etsy.com/listing/1615973351/balinese-kotak-taji-indonesian-wooden?click_key=339683b4-f211-491f-b380-f7322636f30b%3ALTdcb010aa729c815b0290e65ae3546830f68d4493&click_sum=c3b703ba&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sr_gallery-6-1&organic_search_click=1&sts=1&content_source=339683b4-f211-491f-b380-f7322636f30b%253ALTdcb010aa729c815b0290e65ae3546830f68d4493"
,"104","10","Triple Mudra Buddha Panel Hand Carved Suar Wood Bali Wall Sculpture Balinese Art","$198.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/1521879303/triple-mudra-buddha-panel-hand-carved?click_key=9c106b8c-94ee-463c-8802-bf1cde07bf00%3ALT074e35e9202f317cd52ba8ef51062a3106faf5b7&click_sum=71ffb4d6&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sr_gallery-6-1&organic_search_click=1&frs=1&sts=1&content_source=9c106b8c-94ee-463c-8802-bf1cde07bf00%253ALT074e35e9202f317cd52ba8ef51062a3106faf5b7"
,"14","10","Vintage Balinese Elephant Offering Box: Hand Carved Cempaka Wood Temple Chest","$998.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/1545862710/vintage-balinese-elephant-offering-box?click_key=339683b4-f211-491f-b380-f7322636f30b%3ALT6c2a94f9f71cec35730474ad686bd1e2766240a5&click_sum=98732a81&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sr_gallery-6-2&organic_search_click=1&frs=1&sts=1&content_source=339683b4-f211-491f-b380-f7322636f30b%253ALT6c2a94f9f71cec35730474ad686bd1e2766240a5"
,"5","10","Faceted Amethyst Sterling Silver Earrings: Balinese Lace Cutwork","$258.00","293","EnfleurageLilac","4.95","293",,"https://www.etsy.com/listing/1874138409/faceted-amethyst-sterling-silver?click_key=Eu423_PwUOzrQcogC2uWNUN7qHa0%3ALT410b03e753fbf496b22c0c2193b0d8de3860011b&click_sum=2fc90aa9&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-6-4&frs=1&sts=1"
,"10","9","Vintage Balinese 3D Hand Carved Wood Square Panel: Tree and Birds","$49.00","484","Fixins","4.97","484",,"https://www.etsy.com/listing/4477168102/vintage-balinese-3d-hand-carved-wood?click_key=50fa4812-7453-4fa4-a8b9-ff1de67683d0%3ALTbcdcf2d7bcbbcd1c9eb30a301fcde3a39470e0f1&click_sum=f869e1ed&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+furniture&ref=sr_gallery-5-2&organic_search_click=1&cns=1&sts=1&content_source=50fa4812-7453-4fa4-a8b9-ff1de67683d0%253ALTbcdcf2d7bcbbcd1c9eb30a301fcde3a39470e0f1"
,"578","8","Rainbow Moonstone Dangle Drop Earrings: Handcrafted Sterling Silver Balinese Style Boho Earrings—KATIE","$160.00","876","BluemoonstoneJewel","4.98","876",,"https://www.etsy.com/listing/682839362/rainbow-moonstone-dangle-drop-earrings?click_key=Eu-dOlHIZ7t2ISr7MWr5btZPED0b%3ALT8bed5d5436b1152aad7535c5f82229114db10640&click_sum=2887fc23&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-7-1&frs=1&sca=1&sts=1"
,"50","13","Krishna and Arjuna Wood Carving 20 inch, Mahabharata War, Balinese Wall Art, Holiday Decor","$323.99","161","ArasBali","4.91","161",,"https://www.etsy.com/listing/1198379542/krishna-and-arjuna-in-mahabharata-war-20?click_key=Eu-dOlHIZ7t2ISr7MWr5btZPED0b%3ALT01345823a4ed7ba6bceddbd0cf40e946fd9255e5&click_sum=74ff6790&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-7-2&pro=1&local_signal_search=1"
,"0","6","VTG Ornate Balinese Wooden Hand Carving Ramayana Ceremonial Face","$31.16","3","DonniesTreasureTrove","5","3",,"https://www.etsy.com/listing/4492522351/vtg-ornate-balinese-wooden-hand-carving?click_key=aafe04b3-c930-4c3f-9533-dc6f0420dbe0%3ALTced26de051598972ac01750a0b5b4be0c470f325&click_sum=39bcb558&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sr_gallery-7-1&organic_search_click=1&content_source=aafe04b3-c930-4c3f-9533-dc6f0420dbe0%253ALTced26de051598972ac01750a0b5b4be0c470f325"
,"0","7","Dewi Sri Goddess Framed Canvas Wall Art, Large Cinematic Fantasy Painting Print, Colorful Spiritual Mythical Decor","Now$99.69+","37","LuminaraGallery","4.83","37",,"https://www.etsy.com/listing/4455215994/dewi-sri-goddess-framed-canvas-wall-art?click_key=EuO3pVDOqHBKxGNbiBGjIUHm0J68%3ALT7f0ebdcfb6e10fa5359cb50e9f5655e7eba4efde&click_sum=0e9d8fc9&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sc_gallery-7-2&pro=1&frs=1"
,"7","10","Vintage Bali Balinese Wood Carving of Woman Bust Dark Brown Female Figure 9 1/2”","$39.00","5093","HillhomeTreasures","4.87","5100",,"https://www.etsy.com/listing/1639492398/vintage-bali-balinese-wood-carving-of?click_key=aafe04b3-c930-4c3f-9533-dc6f0420dbe0%3ALT8aed20217e4ab56ba8349e47e6a26f2d9c0d1e15&click_sum=309067fb&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sr_gallery-7-2&organic_search_click=1&sts=1&content_source=aafe04b3-c930-4c3f-9533-dc6f0420dbe0%253ALT8aed20217e4ab56ba8349e47e6a26f2d9c0d1e15"
,"53","12","Handmade Cempaka Wood Elephant Herd Wall Art, Balinese Carving Decor (25 inch)","$539.10","161","ArasBali","4.91","161",,"https://www.etsy.com/listing/1189892232/wooden-elephant-wall-decor-25-inch?click_key=EuO3pVDOqHBKxGNbiBGjIUHm0J68%3ALT8489d76c416dbb9421b07c79c854ff72a6bacf60&click_sum=ef8c97a6&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sc_gallery-7-1&pro=1&local_signal_search=1"
,"4","18","Balinese Hand-Carved Wooden Mask – 10” Wall Hanging, Vintage Bali Art Sculpture","Now$96.60","174","ThePhenomenalOnes","4.96","174",,"https://www.etsy.com/listing/4397536724/balinese-hand-carved-wooden-mask-10-wall?click_key=2c723f9b-d525-434b-ad5b-c74f7a86177d%3ALT060e77d88bd85bb544100ab2ec6e697000fd23f5&click_sum=171e4278&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sr_gallery-7-2&organic_search_click=1&pro=1&frs=1&cns=1&sts=1&content_source=2c723f9b-d525-434b-ad5b-c74f7a86177d%253ALT060e77d88bd85bb544100ab2ec6e697000fd23f5"
,"0","14","Vintage I. B. Tilem Bali Hand Carved Womens Right Hand Sculpture | Jewelry Holder | Home Decor","Now$250.75","35","VintageMayhemNYC","5","35",,"https://www.etsy.com/listing/4494215606/vintage-i-b-tilem-bali-hand-carved?click_key=2c723f9b-d525-434b-ad5b-c74f7a86177d%3ALT16ffa6ed8881b47d22f8987359e43af29dfd42c0&click_sum=9f883b85&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sr_gallery-7-1&organic_search_click=1&pro=1&sts=1&content_source=2c723f9b-d525-434b-ad5b-c74f7a86177d%253ALT16ffa6ed8881b47d22f8987359e43af29dfd42c0"
,"2","2","Bali Coffee Incense Sticks, Balinese Incense from Ubud Bali Indonesia for Everyday Use, Natural Gift from Bali","Now$11.20","5202","EverestTrader","4.89","5200",,"https://www.etsy.com/listing/4467754967/bali-coffee-incense-sticks-balinese?click_key=Eu1Y-iuudu0tRuyp8rcLSPMWnQ36%3ALT78e64d8bf087cade4b894926c8c5506be7401ca6&click_sum=8fb36beb&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-7-1&pro=1&sts=1"
,"6","8","Vintage Balinese Garnet Bell Necklace - 925 Sterling Silver - Estate Jewelry","Now$191.99","4886","WestgateJewels","4.92","4900",,"https://www.etsy.com/listing/1795703162/vintage-garnet-bell-necklace-925?click_key=4cb45ad5-207a-446b-9a07-e55aac48d299%3ALT7e05b5169a2ba5781fe618e5531b576970c769b6&click_sum=5fb596d4&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sr_gallery-6-1&organic_search_click=1&pro=1&frs=1&sts=1&content_source=4cb45ad5-207a-446b-9a07-e55aac48d299%253ALT7e05b5169a2ba5781fe618e5531b576970c769b6"
,"57","14","Peridot Sterling Silver Earrings, Gemstone Birthstone Jewelry, Balinese Craftsmanship","Now$50.99","63","SanSanJewelryID","4.88","63",,"https://www.etsy.com/listing/1100204923/green-peridot-earrings-peridot?click_key=EuIuajneNcSChpFxdykUW5sGIA16%3ALTfd48bc30ff1ed6b253358a0ae82a3aa8ba590c29&click_sum=78f3b04e&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-6-2&pro=1&local_signal_search=1"
,"19","6","Sterling Fused Filigree Ring Size 5.75, 925 Silver Braided Band Ring, Oxidized Silver Beaded Bali Ring, Indonesian Jewelry, Balinese Jewelry","Now$59.40","1514","boboCOLLECTED","4.92","1500",,"https://www.etsy.com/listing/4322545772/sterling-fused-filigree-ring-size-575?click_key=4cb45ad5-207a-446b-9a07-e55aac48d299%3ALT5df7d5cf9582a6dd9128bf46ab50b40c4a427924&click_sum=d0fbe580&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sr_gallery-6-2&organic_search_click=1&pro=1&frs=1&cns=1&sts=1&content_source=4cb45ad5-207a-446b-9a07-e55aac48d299%253ALT5df7d5cf9582a6dd9128bf46ab50b40c4a427924"
